pair,date,high,low,open,close,volume
USDT_BTC,1622548800,103.586274577046,98.40696084819369,101.40307958839351,101.03852132583177,122194005
USDT_BTC,1622545200,104.02116570748066,98.82010742210663,101.10117204668035,101.40563619958502,90812462.85
USDT_BTC,1622541600,99.84068498937364,94.84865073990495,97.21935143545859,96.16756937324226,101992700.9
USDT_BTC,1622538000,99.7351076527557,94.7483522701179,96.85092845509634,97.58820020911021,98565251.35
USDT_BTC,1622534400,101.34168758034797,96.27460320133056,98.52013763457639,99.1004928910859,210515123.7
USDT_BTC,1622530800,101.75762617415556,96.66974486544778,98.66179994589292,98.83534503657069,100313042.7
USDT_BTC,1622527200,98.55694243715897,93.62909531530102,95.28067670792667,95.75013393758388,111290611.2
USDT_BTC,1622523600,100.58121771384809,95.55215682815569,97.96219353123223,97.89305564330093,96537837.28
USDT_BTC,1622520000,100.35680622498725,95.33896591373788,97.6854252828983,97.36159539137967,64976976.77
USDT_BTC,1622516400,103.13831654629496,97.98140071898021,100.64257920951391,99.26739647751174,116905766.8
USDT_BTC,1622512800,103.22210348347087,98.06099830929733,100.52108897614387,99.5594594672047,113551230.2
USDT_BTC,1622509200,100.99024134665132,95.94072927931875,98.75618316161102,98.48956572359637,118173642.8
USDT_BTC,1622505600,100.02169948832332,95.02061451390715,97.095141981078,97.11595947137276,196926607.5
USDT_BTC,1622502000,103.97751192415578,98.77863632794798,101.2638871034407,100.87549592264844,98660484.55
USDT_BTC,1622498400,106.12138313975737,100.8153139827695,103.61546602188726,103.31372838099557,86091105.8
USDT_BTC,1622494800,103.38776312972264,98.21837497323651,100.84640933568342,100.21739189405346,54590957.95
USDT_BTC,1622491200,103.03722812615126,97.88536671984369,101.12420576535509,100.85381208726986,62422937.08
USDT_BTC,1622487600,104.66106345773585,99.42801028484905,101.98942756362887,101.80800490847464,72040569.56
USDT_BTC,1622484000,106.24507503121086,100.93282127965031,103.65445022502726,104.42950542700851,70542843.95
USDT_BTC,1622480400,103.58305919005271,98.40390623055006,100.86840943823738,100.37001196936582,147660645
USDT_BTC,1622476800,100.23307240998375,95.22141878948456,98.063287850218,98.42009751058863,234665903
USDT_BTC,1622473200,102.62974612523016,97.49825881896864,99.58215079048024,99.77761793663018,153858395.1
USDT_BTC,1622469600,105.87765301539105,100.58377036462149,103.05449469586225,102.8143240159318,158281846.4
USDT_BTC,1622466000,104.68324207913282,99.44907997517618,102.63024627927804,102.95170948277107,185178921.1
USDT_BTC,1622462400,104.9967081822346,99.74687277312286,102.7649770588917,102.12783681469855,186290637
USDT_BTC,1622458800,103.74066277735912,98.55362963849116,100.51253413101699,101.51547089687091,190891250.1
USDT_BTC,1622455200,102.36148121548388,97.24340715470967,99.74409045638293,99.88850367900525,320451182.7
USDT_BTC,1622451600,101.61202443097514,96.53142320942638,98.99844410779133,99.68771148031429,157177579.6
USDT_BTC,1622448000,100.5113053956254,95.48574012584413,98.77183232101584,97.88400531609363,168933078.3
USDT_BTC,1622444400,103.35107501672937,98.18352126589289,100.29511967415065,101.17323185809347,213849731.4
USDT_BTC,1622440800,101.34189146767784,96.27479689429394,99.06960962175636,99.09717176478759,137432996.9
USDT_BTC,1622437200,100.2578872527289,95.24499289009246,97.21619226908678,98.15965372939262,121336201.3
USDT_BTC,1622433600,101.89789881339779,96.8030038727279,100.25083120948815,99.70871402630425,92043491.16
USDT_BTC,1622430000,102.34900421872206,97.23155400778595,99.07294752852455,99.25428188291822,118597529.7
USDT_BTC,1622426400,100.8453638007154,95.80309561067963,98.86588494063479,98.52352653307825,133842135.9
USDT_BTC,1622422800,101.34709554047976,96.27974076345576,99.4667932349697,99.80008283511806,121477337.4
USDT_BTC,1622419200,99.23170330314824,94.27011813799082,96.71893845111782,96.59158469342212,119729973.9
USDT_BTC,1622415600,102.98309225319576,97.83393764053596,99.96728382439643,101.09929562049463,57169174.33
USDT_BTC,1622412000,99.74547520373896,94.75820144355201,96.37281540837785,96.93340475014001,61845441.63
