pair,date,high,low,open,close,volume
USDT_BTC,1622548800,102.45383925511065,97.33114729235511,99.34323029652201,99.65122093473798,122194005
USDT_BTC,1622545200,101.21534361773634,96.15457643684951,99.86944236879347,99.23804006532188,90812462.85
USDT_BTC,1622541600,100.25407273142096,95.24136909484992,97.36043133059859,97.13195061721486,101992700.9
USDT_BTC,1622538000,102.8282857677327,97.68687147934605,100.39855457214206,99.66744994000219,98565251.35
USDT_BTC,1622534400,101.28051846884442,96.21649254540219,99.2206019412326,98.34033040191802,210515123.7
USDT_BTC,1622530800,104.22929452019311,99.01782979418344,102.52730002984163,101.13943971236877,100313042.7
USDT_BTC,1622527200,104.18269691966753,98.97356207368415,102.4170387891609,102.05891583835641,111290611.2
USDT_BTC,1622523600,99.93815661496852,94.9412487842201,96.65175432669075,97.82207926521082,96537837.28
USDT_BTC,1622520000,104.95195115533784,99.70435359757094,101.58114874792847,101.81348713830761,64976976.77
USDT_BTC,1622516400,101.93824724494698,96.84133488269963,98.99144971971806,98.6497719170979,116905766.8
USDT_BTC,1622512800,102.8776578604804,97.73377496745637,99.82279405132095,100.16938417111504,113551230.2
USDT_BTC,1622509200,100.59244470709484,95.56282247174009,98.33806905962804,98.23505824475725,118173642.8
USDT_BTC,1622505600,103.44721962162129,98.27485864054022,100.71486760898917,101.31729348553593,196926607.5
USDT_BTC,1622502000,102.78556983903863,97.64629134708669,100.13013512415583,100.93845007057183,98660484.55
USDT_BTC,1622498400,102.55347870612783,97.42580477082144,100.50453369343283,99.85533710846042,86091105.8
USDT_BTC,1622494800,100.31444883926753,95.29872639730415,97.60371109547933,97.3244544958364,54590957.95
USDT_BTC,1622491200,101.81575067470754,96.72496314097216,99.85276330983345,99.17009597606213,62422937.08
USDT_BTC,1622487600,102.14380209616566,97.03661199135738,99.15306892809755,99.93712081872147,72040569.56
USDT_BTC,1622484000,103.06085766863077,97.90781478519924,100.73000772476246,100.38119221154025,70542843.95
USDT_BTC,1622480400,101.45262719056211,96.379995831034,98.92384251890263,98.70105939052013,147660645
USDT_BTC,1622476800,102.22417475469874,97.1129660169638,99.45254499632146,99.63614391017946,234665903
USDT_BTC,1622473200,101.04598197767382,95.99368287879012,97.71236440326766,98.46129361626187,153858395.1
USDT_BTC,1622469600,104.94448219310345,99.69725808344828,101.20542650967727,102.6434293491283,158281846.4
USDT_BTC,1622466000,100.64717831712711,95.61481940127075,97.89156604096974,98.07737867684772,185178921.1
